"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FLOT1",1.4958559177945e-05,0.221627877718867,0.315,0.263,0.405676124905869,"COPD","FLOT1"
"MFSD10",1.49762237932455e-05,0.335276059562665,0.131,0.097,0.406155189272819,"COPD","MFSD10"
"RFC1",1.53436681549157e-05,0.368278344954483,0.119,0.086,0.416120280361315,"COPD","RFC1"
"SNF8",1.53894417671063e-05,0.292230180335638,0.22,0.176,0.417361660723923,"COPD","SNF8"
"KPNB1",1.55837588438453e-05,0.197323334406792,0.257,0.208,0.422631539845084,"COPD","KPNB1"
"FUCA2",1.5791914342898e-05,0.303345527756383,0.111,0.079,0.428276716979393,"COPD","FUCA2"
"GYPC",1.58116740921611e-05,0.244564486806059,0.193,0.15,0.428812601379409,"COPD","GYPC"
"SSR2",1.58195985184921e-05,0.184268871186951,0.382,0.327,0.429027511821505,"COPD","SSR2"
"APEX1",1.63488395423542e-05,0.258772070599494,0.164,0.124,0.443380528388647,"COPD","APEX1"
"COX5A",1.66039595379193e-05,0.209373976213575,0.391,0.337,0.450299382668371,"COPD","COX5A"
"ROMO1",1.68550511008356e-05,0.209067834002886,0.371,0.317,0.45710898585466,"COPD","ROMO1"
"PRDM1",1.69230094069988e-05,0.320355383816768,0.128,0.094,0.458952015117809,"COPD","PRDM1"
"MRFAP1",1.70420363629284e-05,0.24589424352457,0.223,0.179,0.462180026162619,"COPD","MRFAP1"
"PEF1",1.72311279659938e-05,0.275613215542567,0.1,0.069,0.467308190437751,"COPD","PEF1"
"ZNF24",1.73357225546396e-05,0.309156788110597,0.104,0.073,0.470144795681827,"COPD","ZNF24"
"NDUFC1",1.7528324275836e-05,0.361159606316095,0.19,0.151,0.475368154360672,"COPD","NDUFC1"
"RXRA",1.75346536929255e-05,0.263955010655738,0.263,0.217,0.47553980815214,"COPD","RXRA"
"MKNK2",1.76862106697596e-05,0.259734393998002,0.187,0.144,0.479650033363881,"COPD","MKNK2"
"TXNDC12",1.77330145028537e-05,0.231203716583027,0.177,0.136,0.480919353317393,"COPD","TXNDC12"
"TSC22D4",1.79434521532715e-05,0.300159574950596,0.145,0.108,0.486626422396723,"COPD","TSC22D4"
"ITGAL",1.81982129202477e-05,0.242038334078176,0.179,0.138,0.493535534397118,"COPD","ITGAL"
"JAML",1.83125267210655e-05,0.245475079952482,0.268,0.22,0.496635724675295,"COPD","JAML"
"TRIM44",1.83377555571536e-05,0.235811415359935,0.214,0.169,0.497319930710006,"COPD","TRIM44"
"BUB3",1.84008876918082e-05,0.306310985009221,0.117,0.084,0.499032074201838,"COPD","BUB3"
"MPLKIP",1.84181568756044e-05,0.317306196189235,0.131,0.097,0.499500414466393,"COPD","MPLKIP"
"CHCHD1",1.89300145013512e-05,0.344868630553582,0.122,0.089,0.513381993276644,"COPD","CHCHD1"
"CHIC2",1.91823669389666e-05,0.309912220505652,0.103,0.072,0.520225791384773,"COPD","CHIC2"
"SMS",1.92277287447204e-05,0.162312326712118,0.304,0.247,0.521456003556818,"COPD","SMS"
"ACTR3",1.96378778427807e-05,0.154492062805033,0.502,0.446,0.532579247096212,"COPD","ACTR3"
"SNRNP200",1.98112615251774e-05,0.284107778360881,0.105,0.074,0.537281412562812,"COPD","SNRNP200"
"LSM12",2.0143659999837e-05,0.198615105129621,0.146,0.108,0.546296059195578,"COPD","LSM12"
"FAM111A",2.05750418156622e-05,0.354500242766986,0.1,0.07,0.557995134040758,"COPD","FAM111A"
"ANP32E",2.09744564045326e-05,0.276448471709521,0.129,0.094,0.568827257690923,"COPD","ANP32E"
"CNOT7",2.09967460890535e-05,0.272963542762883,0.154,0.116,0.56943175393513,"COPD","CNOT7"
"SRRM2",2.107426211672e-05,0.155694276042702,0.417,0.359,0.571533988605445,"COPD","SRRM2"
"DBNL",2.11573692850993e-05,0.166496521919565,0.33,0.278,0.573787855011894,"COPD","DBNL"
"MPC2",2.16047647946915e-05,0.324162779989844,0.117,0.085,0.585921221232033,"COPD","MPC2"
"C12orf57",2.2095360204139e-05,0.307001216701295,0.1,0.07,0.599226168736249,"COPD","C12orf57"
"CD300C",2.25013093540232e-05,0.420458805994682,0.11,0.079,0.610235509681109,"COPD","CD300C"
"SF3B1",2.25441686314489e-05,0.209349478767467,0.354,0.302,0.611397853284894,"COPD","SF3B1"
"LAMP2",2.26209275310262e-05,0.15795877209573,0.297,0.245,0.613479554641431,"COPD","LAMP2"
"GYG1",2.28839083329495e-05,0.313904630202558,0.202,0.161,0.620611593989589,"COPD","GYG1"
