"","experiment","accession","counts"
"8564","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5282544",0
"8565","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5282544",0
"8566","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282544",0
"8567","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282544",0
"8568","Travaglini_Krasnow_2020","GSM5282544",0
"8569","Vieira_Teichmann_2019","GSM5282544",0
"8570","E-MTAB-11278","GSM5282545",0
"8571","EGAS00001004481","GSM5282545",0
"8572","ERP114453","GSM5282545",0
"8573","Fib_Atlas","GSM5282545",0
"8574","GSE121080","GSM5282545",0
"8575","GSE122960","GSM5282545",0
"8576","GSE126030","GSM5282545",0
"8577","GSE132771","GSM5282545",0
"8578","GSE132914","GSM5282545",0
"8579","GSE134355","GSM5282545",0
"8580","GSE135893","GSM5282545",0
"8581","GSE136831","GSM5282545",0
"8582","GSE137026","GSM5282545",0
"8583","GSE139534","GSM5282545",0
"8584","GSE139555","GSM5282545",0
"8585","GSE139819","GSM5282545",0
"8586","GSE150247","GSM5282545",0
"8587","GSE157376","GSM5282545",0
"8588","GSE158942","GSM5282545",0
"8589","GSE160664","GSM5282545",0
"8590","GSE161382","GSM5282545",0
"8591","GSE167295","GSM5282545",0
"8592","GSE168191","GSM5282545",0
"8593","GSE169471","GSM5282545",0
"8594","GSE171524","GSM5282545",0
"8595","GSE173896","GSM5282545",202
"8596","GSE181388","GSM5282545",0
"8597","GSE196303","GSM5282545",0
"8598","GSE196341","GSM5282545",0
"8599","GSE227136","GSM5282545",0
"8600","HCL","GSM5282545",0
"8601","HTAN_MSK","GSM5282545",0
"8602","munich_cohort_human","GSM5282545",0
"8603","P115_Syn21041850_Lung_scRNASEQ","GSM5282545",0
"8604","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5282545",0
"8605","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5282545",0
"8606","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5282545",0
"8607","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282545",0
"8608","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282545",0
"8609","Travaglini_Krasnow_2020","GSM5282545",0
"8610","Vieira_Teichmann_2019","GSM5282545",0
"8611","E-MTAB-11278","GSM5282546",0
"8612","EGAS00001004481","GSM5282546",0
"8613","ERP114453","GSM5282546",0
"8614","Fib_Atlas","GSM5282546",0
"8615","GSE121080","GSM5282546",0
"8616","GSE122960","GSM5282546",0
"8617","GSE126030","GSM5282546",0
"8618","GSE132771","GSM5282546",0
"8619","GSE132914","GSM5282546",0
"8620","GSE134355","GSM5282546",0
"8621","GSE135893","GSM5282546",0
"8622","GSE136831","GSM5282546",0
"8623","GSE137026","GSM5282546",0
"8624","GSE139534","GSM5282546",0
"8625","GSE139555","GSM5282546",0
"8626","GSE139819","GSM5282546",0
"8627","GSE150247","GSM5282546",0
"8628","GSE157376","GSM5282546",0
"8629","GSE158942","GSM5282546",0
"8630","GSE160664","GSM5282546",0
"8631","GSE161382","GSM5282546",0
"8632","GSE167295","GSM5282546",0
"8633","GSE168191","GSM5282546",0
"8634","GSE169471","GSM5282546",0
"8635","GSE171524","GSM5282546",0
"8636","GSE173896","GSM5282546",49
"8637","GSE181388","GSM5282546",0
"8638","GSE196303","GSM5282546",0
"8639","GSE196341","GSM5282546",0
"8640","GSE227136","GSM5282546",0
"8641","HCL","GSM5282546",0
"8642","HTAN_MSK","GSM5282546",0
"8643","munich_cohort_human","GSM5282546",0
"8644","P115_Syn21041850_Lung_scRNASEQ","GSM5282546",0
"8645","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5282546",0
"8646","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5282546",0
"8647","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5282546",0
"8648","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282546",0
"8649","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282546",0
"8650","Travaglini_Krasnow_2020","GSM5282546",0
"8651","Vieira_Teichmann_2019","GSM5282546",0
"8652","E-MTAB-11278","GSM5282547",0
"8653","EGAS00001004481","GSM5282547",0
"8654","ERP114453","GSM5282547",0
"8655","Fib_Atlas","GSM5282547",0
"8656","GSE121080","GSM5282547",0
"8657","GSE122960","GSM5282547",0
"8658","GSE126030","GSM5282547",0
"8659","GSE132771","GSM5282547",0
"8660","GSE132914","GSM5282547",0
"8661","GSE134355","GSM5282547",0
"8662","GSE135893","GSM5282547",0
"8663","GSE136831","GSM5282547",0
"8664","GSE137026","GSM5282547",0
"8665","GSE139534","GSM5282547",0
"8666","GSE139555","GSM5282547",0
"8667","GSE139819","GSM5282547",0
"8668","GSE150247","GSM5282547",0
"8669","GSE157376","GSM5282547",0
"8670","GSE158942","GSM5282547",0
"8671","GSE160664","GSM5282547",0
"8672","GSE161382","GSM5282547",0
"8673","GSE167295","GSM5282547",0
"8674","GSE168191","GSM5282547",0
"8675","GSE169471","GSM5282547",0
"8676","GSE171524","GSM5282547",0
"8677","GSE173896","GSM5282547",67
"8678","GSE181388","GSM5282547",0
"8679","GSE196303","GSM5282547",0
"8680","GSE196341","GSM5282547",0
"8681","GSE227136","GSM5282547",0
"8682","HCL","GSM5282547",0
"8683","HTAN_MSK","GSM5282547",0
"8684","munich_cohort_human","GSM5282547",0
"8685","P115_Syn21041850_Lung_scRNASEQ","GSM5282547",0
"8686","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5282547",0
"8687","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5282547",0
"8688","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5282547",0
"8689","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282547",0
"8690","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282547",0
"8691","Travaglini_Krasnow_2020","GSM5282547",0
"8692","Vieira_Teichmann_2019","GSM5282547",0
"8693","E-MTAB-11278","GSM5282548",0
"8694","EGAS00001004481","GSM5282548",0
"8695","ERP114453","GSM5282548",0
"8696","Fib_Atlas","GSM5282548",0
"8697","GSE121080","GSM5282548",0
"8698","GSE122960","GSM5282548",0
"8699","GSE126030","GSM5282548",0
"8700","GSE132771","GSM5282548",0
"8701","GSE132914","GSM5282548",0
"8702","GSE134355","GSM5282548",0
"8703","GSE135893","GSM5282548",0
"8704","GSE136831","GSM5282548",0
"8705","GSE137026","GSM5282548",0
"8706","GSE139534","GSM5282548",0
"8707","GSE139555","GSM5282548",0
"8708","GSE139819","GSM5282548",0
"8709","GSE150247","GSM5282548",0
"8710","GSE157376","GSM5282548",0
"8711","GSE158942","GSM5282548",0
"8712","GSE160664","GSM5282548",0
"8713","GSE161382","GSM5282548",0
"8714","GSE167295","GSM5282548",0
"8715","GSE168191","GSM5282548",0
"8716","GSE169471","GSM5282548",0
"8717","GSE171524","GSM5282548",0
"8718","GSE173896","GSM5282548",69
"8719","GSE181388","GSM5282548",0
"8720","GSE196303","GSM5282548",0
"8721","GSE196341","GSM5282548",0
"8722","GSE227136","GSM5282548",0
"8723","HCL","GSM5282548",0
"8724","HTAN_MSK","GSM5282548",0
"8725","munich_cohort_human","GSM5282548",0
"8726","P115_Syn21041850_Lung_scRNASEQ","GSM5282548",0
"8727","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5282548",0
"8728","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5282548",0
"8729","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5282548",0
"8730","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282548",0
"8731","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5282548",0
"8732","Travaglini_Krasnow_2020","GSM5282548",0
"8733","Vieira_Teichmann_2019","GSM5282548",0
"8734","E-MTAB-11278","GSM5501481",0
"8735","EGAS00001004481","GSM5501481",0
"8736","ERP114453","GSM5501481",0
"8737","Fib_Atlas","GSM5501481",0
"8738","GSE121080","GSM5501481",0
"8739","GSE122960","GSM5501481",0
"8740","GSE126030","GSM5501481",0
"8741","GSE132771","GSM5501481",0
"8742","GSE132914","GSM5501481",0
"8743","GSE134355","GSM5501481",0
"8744","GSE135893","GSM5501481",0
"8745","GSE136831","GSM5501481",0
"8746","GSE137026","GSM5501481",0
"8747","GSE139534","GSM5501481",0
"8748","GSE139555","GSM5501481",0
"8749","GSE139819","GSM5501481",0
"8750","GSE150247","GSM5501481",0
"8751","GSE157376","GSM5501481",0
"8752","GSE158942","GSM5501481",0
"8753","GSE160664","GSM5501481",0
"8754","GSE161382","GSM5501481",0
"8755","GSE167295","GSM5501481",0
"8756","GSE168191","GSM5501481",0
"8757","GSE169471","GSM5501481",0
"8758","GSE171524","GSM5501481",0
"8759","GSE173896","GSM5501481",0
"8760","GSE181388","GSM5501481",119
"8761","GSE196303","GSM5501481",0
"8762","GSE196341","GSM5501481",0
"8763","GSE227136","GSM5501481",0
"8764","HCL","GSM5501481",0
"8765","HTAN_MSK","GSM5501481",0
"8766","munich_cohort_human","GSM5501481",0
"8767","P115_Syn21041850_Lung_scRNASEQ","GSM5501481",0
"8768","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5501481",0
"8769","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5501481",0
"8770","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5501481",0
"8771","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5501481",0
"8772","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5501481",0
"8773","Travaglini_Krasnow_2020","GSM5501481",0
"8774","Vieira_Teichmann_2019","GSM5501481",0
"8775","E-MTAB-11278","GSM5501482",0
"8776","EGAS00001004481","GSM5501482",0
"8777","ERP114453","GSM5501482",0
"8778","Fib_Atlas","GSM5501482",0
"8779","GSE121080","GSM5501482",0
"8780","GSE122960","GSM5501482",0
"8781","GSE126030","GSM5501482",0
"8782","GSE132771","GSM5501482",0
"8783","GSE132914","GSM5501482",0
"8784","GSE134355","GSM5501482",0
"8785","GSE135893","GSM5501482",0
"8786","GSE136831","GSM5501482",0
"8787","GSE137026","GSM5501482",0
"8788","GSE139534","GSM5501482",0
"8789","GSE139555","GSM5501482",0
"8790","GSE139819","GSM5501482",0
"8791","GSE150247","GSM5501482",0
"8792","GSE157376","GSM5501482",0
"8793","GSE158942","GSM5501482",0
"8794","GSE160664","GSM5501482",0
"8795","GSE161382","GSM5501482",0
"8796","GSE167295","GSM5501482",0
"8797","GSE168191","GSM5501482",0
"8798","GSE169471","GSM5501482",0
"8799","GSE171524","GSM5501482",0
"8800","GSE173896","GSM5501482",0
"8801","GSE181388","GSM5501482",22
"8802","GSE196303","GSM5501482",0
"8803","GSE196341","GSM5501482",0
"8804","GSE227136","GSM5501482",0
"8805","HCL","GSM5501482",0
"8806","HTAN_MSK","GSM5501482",0
"8807","munich_cohort_human","GSM5501482",0
"8808","P115_Syn21041850_Lung_scRNASEQ","GSM5501482",0
"8809","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5501482",0
"8810","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5501482",0
"8811","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5501482",0
"8812","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5501482",0
"8813","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5501482",0
"8814","Travaglini_Krasnow_2020","GSM5501482",0
"8815","Vieira_Teichmann_2019","GSM5501482",0
"8816","E-MTAB-11278","GSM5870246",0
"8817","EGAS00001004481","GSM5870246",0
"8818","ERP114453","GSM5870246",0
"8819","Fib_Atlas","GSM5870246",0
"8820","GSE121080","GSM5870246",0
"8821","GSE122960","GSM5870246",0
"8822","GSE126030","GSM5870246",0
"8823","GSE132771","GSM5870246",0
"8824","GSE132914","GSM5870246",0
"8825","GSE134355","GSM5870246",0
"8826","GSE135893","GSM5870246",0
"8827","GSE136831","GSM5870246",0
"8828","GSE137026","GSM5870246",0
"8829","GSE139534","GSM5870246",0
"8830","GSE139555","GSM5870246",0
"8831","GSE139819","GSM5870246",0
"8832","GSE150247","GSM5870246",0
"8833","GSE157376","GSM5870246",0
"8834","GSE158942","GSM5870246",0
"8835","GSE160664","GSM5870246",0
"8836","GSE161382","GSM5870246",0
"8837","GSE167295","GSM5870246",0
"8838","GSE168191","GSM5870246",0
"8839","GSE169471","GSM5870246",0
"8840","GSE171524","GSM5870246",0
"8841","GSE173896","GSM5870246",0
"8842","GSE181388","GSM5870246",0
"8843","GSE196303","GSM5870246",81
"8844","GSE196341","GSM5870246",0
"8845","GSE227136","GSM5870246",0
"8846","HCL","GSM5870246",0
"8847","HTAN_MSK","GSM5870246",0
"8848","munich_cohort_human","GSM5870246",0
"8849","P115_Syn21041850_Lung_scRNASEQ","GSM5870246",0
"8850","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870246",0
"8851","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870246",0
"8852","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870246",0
"8853","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870246",0
"8854","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870246",0
"8855","Travaglini_Krasnow_2020","GSM5870246",0
"8856","Vieira_Teichmann_2019","GSM5870246",0
"8857","E-MTAB-11278","GSM5870247",0
"8858","EGAS00001004481","GSM5870247",0
"8859","ERP114453","GSM5870247",0
"8860","Fib_Atlas","GSM5870247",0
"8861","GSE121080","GSM5870247",0
"8862","GSE122960","GSM5870247",0
"8863","GSE126030","GSM5870247",0
"8864","GSE132771","GSM5870247",0
"8865","GSE132914","GSM5870247",0
"8866","GSE134355","GSM5870247",0
"8867","GSE135893","GSM5870247",0
"8868","GSE136831","GSM5870247",0
"8869","GSE137026","GSM5870247",0
"8870","GSE139534","GSM5870247",0
"8871","GSE139555","GSM5870247",0
"8872","GSE139819","GSM5870247",0
"8873","GSE150247","GSM5870247",0
"8874","GSE157376","GSM5870247",0
"8875","GSE158942","GSM5870247",0
"8876","GSE160664","GSM5870247",0
"8877","GSE161382","GSM5870247",0
"8878","GSE167295","GSM5870247",0
"8879","GSE168191","GSM5870247",0
"8880","GSE169471","GSM5870247",0
"8881","GSE171524","GSM5870247",0
"8882","GSE173896","GSM5870247",0
"8883","GSE181388","GSM5870247",0
"8884","GSE196303","GSM5870247",11
"8885","GSE196341","GSM5870247",0
"8886","GSE227136","GSM5870247",0
"8887","HCL","GSM5870247",0
"8888","HTAN_MSK","GSM5870247",0
"8889","munich_cohort_human","GSM5870247",0
"8890","P115_Syn21041850_Lung_scRNASEQ","GSM5870247",0
"8891","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870247",0
"8892","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870247",0
"8893","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870247",0
"8894","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870247",0
"8895","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870247",0
"8896","Travaglini_Krasnow_2020","GSM5870247",0
"8897","Vieira_Teichmann_2019","GSM5870247",0
"8898","E-MTAB-11278","GSM5870248",0
"8899","EGAS00001004481","GSM5870248",0
"8900","ERP114453","GSM5870248",0
"8901","Fib_Atlas","GSM5870248",0
"8902","GSE121080","GSM5870248",0
"8903","GSE122960","GSM5870248",0
"8904","GSE126030","GSM5870248",0
"8905","GSE132771","GSM5870248",0
"8906","GSE132914","GSM5870248",0
"8907","GSE134355","GSM5870248",0
"8908","GSE135893","GSM5870248",0
"8909","GSE136831","GSM5870248",0
"8910","GSE137026","GSM5870248",0
"8911","GSE139534","GSM5870248",0
"8912","GSE139555","GSM5870248",0
"8913","GSE139819","GSM5870248",0
"8914","GSE150247","GSM5870248",0
"8915","GSE157376","GSM5870248",0
"8916","GSE158942","GSM5870248",0
"8917","GSE160664","GSM5870248",0
"8918","GSE161382","GSM5870248",0
"8919","GSE167295","GSM5870248",0
"8920","GSE168191","GSM5870248",0
"8921","GSE169471","GSM5870248",0
"8922","GSE171524","GSM5870248",0
"8923","GSE173896","GSM5870248",0
"8924","GSE181388","GSM5870248",0
"8925","GSE196303","GSM5870248",104
"8926","GSE196341","GSM5870248",0
"8927","GSE227136","GSM5870248",0
"8928","HCL","GSM5870248",0
"8929","HTAN_MSK","GSM5870248",0
"8930","munich_cohort_human","GSM5870248",0
"8931","P115_Syn21041850_Lung_scRNASEQ","GSM5870248",0
"8932","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870248",0
"8933","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870248",0
"8934","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870248",0
"8935","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870248",0
"8936","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870248",0
"8937","Travaglini_Krasnow_2020","GSM5870248",0
"8938","Vieira_Teichmann_2019","GSM5870248",0
"8939","E-MTAB-11278","GSM5870249",0
"8940","EGAS00001004481","GSM5870249",0
"8941","ERP114453","GSM5870249",0
"8942","Fib_Atlas","GSM5870249",0
"8943","GSE121080","GSM5870249",0
"8944","GSE122960","GSM5870249",0
"8945","GSE126030","GSM5870249",0
"8946","GSE132771","GSM5870249",0
"8947","GSE132914","GSM5870249",0
"8948","GSE134355","GSM5870249",0
"8949","GSE135893","GSM5870249",0
"8950","GSE136831","GSM5870249",0
"8951","GSE137026","GSM5870249",0
"8952","GSE139534","GSM5870249",0
"8953","GSE139555","GSM5870249",0
"8954","GSE139819","GSM5870249",0
"8955","GSE150247","GSM5870249",0
"8956","GSE157376","GSM5870249",0
"8957","GSE158942","GSM5870249",0
"8958","GSE160664","GSM5870249",0
"8959","GSE161382","GSM5870249",0
"8960","GSE167295","GSM5870249",0
"8961","GSE168191","GSM5870249",0
"8962","GSE169471","GSM5870249",0
"8963","GSE171524","GSM5870249",0
"8964","GSE173896","GSM5870249",0
"8965","GSE181388","GSM5870249",0
"8966","GSE196303","GSM5870249",21
"8967","GSE196341","GSM5870249",0
"8968","GSE227136","GSM5870249",0
"8969","HCL","GSM5870249",0
"8970","HTAN_MSK","GSM5870249",0
"8971","munich_cohort_human","GSM5870249",0
"8972","P115_Syn21041850_Lung_scRNASEQ","GSM5870249",0
"8973","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870249",0
"8974","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870249",0
"8975","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870249",0
"8976","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870249",0
"8977","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870249",0
"8978","Travaglini_Krasnow_2020","GSM5870249",0
"8979","Vieira_Teichmann_2019","GSM5870249",0
"8980","E-MTAB-11278","GSM5870251",0
"8981","EGAS00001004481","GSM5870251",0
"8982","ERP114453","GSM5870251",0
"8983","Fib_Atlas","GSM5870251",0
"8984","GSE121080","GSM5870251",0
"8985","GSE122960","GSM5870251",0
"8986","GSE126030","GSM5870251",0
"8987","GSE132771","GSM5870251",0
"8988","GSE132914","GSM5870251",0
"8989","GSE134355","GSM5870251",0
"8990","GSE135893","GSM5870251",0
"8991","GSE136831","GSM5870251",0
"8992","GSE137026","GSM5870251",0
"8993","GSE139534","GSM5870251",0
"8994","GSE139555","GSM5870251",0
"8995","GSE139819","GSM5870251",0
"8996","GSE150247","GSM5870251",0
"8997","GSE157376","GSM5870251",0
"8998","GSE158942","GSM5870251",0
"8999","GSE160664","GSM5870251",0
"9000","GSE161382","GSM5870251",0
"9001","GSE167295","GSM5870251",0
"9002","GSE168191","GSM5870251",0
"9003","GSE169471","GSM5870251",0
"9004","GSE171524","GSM5870251",0
"9005","GSE173896","GSM5870251",0
"9006","GSE181388","GSM5870251",0
"9007","GSE196303","GSM5870251",38
"9008","GSE196341","GSM5870251",0
"9009","GSE227136","GSM5870251",0
"9010","HCL","GSM5870251",0
"9011","HTAN_MSK","GSM5870251",0
"9012","munich_cohort_human","GSM5870251",0
"9013","P115_Syn21041850_Lung_scRNASEQ","GSM5870251",0
"9014","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870251",0
"9015","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870251",0
"9016","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870251",0
"9017","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870251",0
"9018","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870251",0
"9019","Travaglini_Krasnow_2020","GSM5870251",0
"9020","Vieira_Teichmann_2019","GSM5870251",0
"9021","E-MTAB-11278","GSM5870252",0
"9022","EGAS00001004481","GSM5870252",0
"9023","ERP114453","GSM5870252",0
"9024","Fib_Atlas","GSM5870252",0
"9025","GSE121080","GSM5870252",0
"9026","GSE122960","GSM5870252",0
"9027","GSE126030","GSM5870252",0
"9028","GSE132771","GSM5870252",0
"9029","GSE132914","GSM5870252",0
"9030","GSE134355","GSM5870252",0
"9031","GSE135893","GSM5870252",0
"9032","GSE136831","GSM5870252",0
"9033","GSE137026","GSM5870252",0
"9034","GSE139534","GSM5870252",0
"9035","GSE139555","GSM5870252",0
"9036","GSE139819","GSM5870252",0
"9037","GSE150247","GSM5870252",0
"9038","GSE157376","GSM5870252",0
"9039","GSE158942","GSM5870252",0
"9040","GSE160664","GSM5870252",0
"9041","GSE161382","GSM5870252",0
"9042","GSE167295","GSM5870252",0
"9043","GSE168191","GSM5870252",0
"9044","GSE169471","GSM5870252",0
"9045","GSE171524","GSM5870252",0
"9046","GSE173896","GSM5870252",0
"9047","GSE181388","GSM5870252",0
"9048","GSE196303","GSM5870252",18
"9049","GSE196341","GSM5870252",0
"9050","GSE227136","GSM5870252",0
"9051","HCL","GSM5870252",0
"9052","HTAN_MSK","GSM5870252",0
"9053","munich_cohort_human","GSM5870252",0
"9054","P115_Syn21041850_Lung_scRNASEQ","GSM5870252",0
"9055","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870252",0
"9056","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870252",0
"9057","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870252",0
"9058","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870252",0
"9059","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870252",0
"9060","Travaglini_Krasnow_2020","GSM5870252",0
"9061","Vieira_Teichmann_2019","GSM5870252",0
"9062","E-MTAB-11278","GSM5870253",0
"9063","EGAS00001004481","GSM5870253",0
"9064","ERP114453","GSM5870253",0
"9065","Fib_Atlas","GSM5870253",0
"9066","GSE121080","GSM5870253",0
"9067","GSE122960","GSM5870253",0
"9068","GSE126030","GSM5870253",0
"9069","GSE132771","GSM5870253",0
"9070","GSE132914","GSM5870253",0
"9071","GSE134355","GSM5870253",0
"9072","GSE135893","GSM5870253",0
"9073","GSE136831","GSM5870253",0
"9074","GSE137026","GSM5870253",0
"9075","GSE139534","GSM5870253",0
"9076","GSE139555","GSM5870253",0
"9077","GSE139819","GSM5870253",0
"9078","GSE150247","GSM5870253",0
"9079","GSE157376","GSM5870253",0
"9080","GSE158942","GSM5870253",0
"9081","GSE160664","GSM5870253",0
"9082","GSE161382","GSM5870253",0
"9083","GSE167295","GSM5870253",0
"9084","GSE168191","GSM5870253",0
"9085","GSE169471","GSM5870253",0
"9086","GSE171524","GSM5870253",0
"9087","GSE173896","GSM5870253",0
"9088","GSE181388","GSM5870253",0
"9089","GSE196303","GSM5870253",48
"9090","GSE196341","GSM5870253",0
"9091","GSE227136","GSM5870253",0
"9092","HCL","GSM5870253",0
"9093","HTAN_MSK","GSM5870253",0
"9094","munich_cohort_human","GSM5870253",0
"9095","P115_Syn21041850_Lung_scRNASEQ","GSM5870253",0
"9096","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870253",0
"9097","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870253",0
"9098","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870253",0
"9099","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870253",0
"9100","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870253",0
"9101","Travaglini_Krasnow_2020","GSM5870253",0
"9102","Vieira_Teichmann_2019","GSM5870253",0
"9103","E-MTAB-11278","GSM5870254",0
"9104","EGAS00001004481","GSM5870254",0
"9105","ERP114453","GSM5870254",0
"9106","Fib_Atlas","GSM5870254",0
"9107","GSE121080","GSM5870254",0
"9108","GSE122960","GSM5870254",0
"9109","GSE126030","GSM5870254",0
"9110","GSE132771","GSM5870254",0
"9111","GSE132914","GSM5870254",0
"9112","GSE134355","GSM5870254",0
"9113","GSE135893","GSM5870254",0
"9114","GSE136831","GSM5870254",0
"9115","GSE137026","GSM5870254",0
"9116","GSE139534","GSM5870254",0
"9117","GSE139555","GSM5870254",0
"9118","GSE139819","GSM5870254",0
"9119","GSE150247","GSM5870254",0
"9120","GSE157376","GSM5870254",0
"9121","GSE158942","GSM5870254",0
"9122","GSE160664","GSM5870254",0
"9123","GSE161382","GSM5870254",0
"9124","GSE167295","GSM5870254",0
"9125","GSE168191","GSM5870254",0
"9126","GSE169471","GSM5870254",0
"9127","GSE171524","GSM5870254",0
"9128","GSE173896","GSM5870254",0
"9129","GSE181388","GSM5870254",0
"9130","GSE196303","GSM5870254",24
"9131","GSE196341","GSM5870254",0
"9132","GSE227136","GSM5870254",0
"9133","HCL","GSM5870254",0
"9134","HTAN_MSK","GSM5870254",0
"9135","munich_cohort_human","GSM5870254",0
"9136","P115_Syn21041850_Lung_scRNASEQ","GSM5870254",0
"9137","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM5870254",0
"9138","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM5870254",0
"9139","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM5870254",0
"9140","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870254",0
"9141","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM5870254",0
"9142","Travaglini_Krasnow_2020","GSM5870254",0
"9143","Vieira_Teichmann_2019","GSM5870254",0
"9144","E-MTAB-11278","GSM5870255",0
"9145","EGAS00001004481","GSM5870255",0
"9146","ERP114453","GSM5870255",0
"9147","Fib_Atlas","GSM5870255",0
"9148","GSE121080","GSM5870255",0
"9149","GSE122960","GSM5870255",0
"9150","GSE126030","GSM5870255",0
"9151","GSE132771","GSM5870255",0
"9152","GSE132914","GSM5870255",0
"9153","GSE134355","GSM5870255",0
"9154","GSE135893","GSM5870255",0
"9155","GSE136831","GSM5870255",0
"9156","GSE137026","GSM5870255",0
"9157","GSE139534","GSM5870255",0
"9158","GSE139555","GSM5870255",0
"9159","GSE139819","GSM5870255",0
"9160","GSE150247","GSM5870255",0
"9161","GSE157376","GSM5870255",0
"9162","GSE158942","GSM5870255",0
"9163","GSE160664","GSM5870255",0
"9164","GSE161382","GSM5870255",0
"9165","GSE167295","GSM5870255",0
"9166","GSE168191","GSM5870255",0
"9167","GSE169471","GSM5870255",0
