"","experiment","accession","counts"
"621","GSE122960","368C_12h",0
"622","GSE126030","368C_12h",0
"623","GSE132771","368C_12h",0
"624","GSE132914","368C_12h",0
"625","GSE134355","368C_12h",0
"626","GSE135893","368C_12h",0
"627","GSE136831","368C_12h",0
"628","GSE137026","368C_12h",0
"629","GSE139534","368C_12h",0
"630","GSE139555","368C_12h",0
"631","GSE139819","368C_12h",0
"632","GSE150247","368C_12h",0
"633","GSE157376","368C_12h",0
"634","GSE158942","368C_12h",0
"635","GSE160664","368C_12h",0
"636","GSE161382","368C_12h",0
"637","GSE167295","368C_12h",0
"638","GSE168191","368C_12h",0
"639","GSE169471","368C_12h",0
"640","GSE171524","368C_12h",0
"641","GSE173896","368C_12h",0
"642","GSE181388","368C_12h",0
"643","GSE196303","368C_12h",0
"644","GSE196341","368C_12h",0
"645","GSE227136","368C_12h",0
"646","HCL","368C_12h",0
"647","HTAN_MSK","368C_12h",0
"648","munich_cohort_human","368C_12h",0
"649","P115_Syn21041850_Lung_scRNASEQ","368C_12h",0
"650","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","368C_12h",0
"651","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","368C_12h",0
"652","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","368C_12h",0
"653","P90_COVID19CELLATLAS_Lung_scRNASEQ","368C_12h",0
"654","P91_COVID19CELLATLAS_Lung_scRNASEQ","368C_12h",0
"655","Travaglini_Krasnow_2020","368C_12h",0
"656","Vieira_Teichmann_2019","368C_12h",0
"657","E-MTAB-11278","368C_24h",0
"658","EGAS00001004481","368C_24h",0
"659","ERP114453","368C_24h",13
"660","Fib_Atlas","368C_24h",0
"661","GSE121080","368C_24h",0
"662","GSE122960","368C_24h",0
"663","GSE126030","368C_24h",0
"664","GSE132771","368C_24h",0
"665","GSE132914","368C_24h",0
"666","GSE134355","368C_24h",0
"667","GSE135893","368C_24h",0
"668","GSE136831","368C_24h",0
"669","GSE137026","368C_24h",0
"670","GSE139534","368C_24h",0
"671","GSE139555","368C_24h",0
"672","GSE139819","368C_24h",0
"673","GSE150247","368C_24h",0
"674","GSE157376","368C_24h",0
"675","GSE158942","368C_24h",0
"676","GSE160664","368C_24h",0
"677","GSE161382","368C_24h",0
"678","GSE167295","368C_24h",0
"679","GSE168191","368C_24h",0
"680","GSE169471","368C_24h",0
"681","GSE171524","368C_24h",0
"682","GSE173896","368C_24h",0
"683","GSE181388","368C_24h",0
"684","GSE196303","368C_24h",0
"685","GSE196341","368C_24h",0
"686","GSE227136","368C_24h",0
"687","HCL","368C_24h",0
"688","HTAN_MSK","368C_24h",0
"689","munich_cohort_human","368C_24h",0
"690","P115_Syn21041850_Lung_scRNASEQ","368C_24h",0
"691","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","368C_24h",0
"692","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","368C_24h",0
"693","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","368C_24h",0
"694","P90_COVID19CELLATLAS_Lung_scRNASEQ","368C_24h",0
"695","P91_COVID19CELLATLAS_Lung_scRNASEQ","368C_24h",0
"696","Travaglini_Krasnow_2020","368C_24h",0
"697","Vieira_Teichmann_2019","368C_24h",0
"698","E-MTAB-11278","368C_72h",0
"699","EGAS00001004481","368C_72h",0
"700","ERP114453","368C_72h",13
"701","Fib_Atlas","368C_72h",0
"702","GSE121080","368C_72h",0
"703","GSE122960","368C_72h",0
"704","GSE126030","368C_72h",0
"705","GSE132771","368C_72h",0
"706","GSE132914","368C_72h",0
"707","GSE134355","368C_72h",0
"708","GSE135893","368C_72h",0
"709","GSE136831","368C_72h",0
"710","GSE137026","368C_72h",0
"711","GSE139534","368C_72h",0
"712","GSE139555","368C_72h",0
"713","GSE139819","368C_72h",0
"714","GSE150247","368C_72h",0
"715","GSE157376","368C_72h",0
"716","GSE158942","368C_72h",0
"717","GSE160664","368C_72h",0
"718","GSE161382","368C_72h",0
"719","GSE167295","368C_72h",0
"720","GSE168191","368C_72h",0
"721","GSE169471","368C_72h",0
"722","GSE171524","368C_72h",0
"723","GSE173896","368C_72h",0
"724","GSE181388","368C_72h",0
"725","GSE196303","368C_72h",0
"726","GSE196341","368C_72h",0
"727","GSE227136","368C_72h",0
"728","HCL","368C_72h",0
"729","HTAN_MSK","368C_72h",0
"730","munich_cohort_human","368C_72h",0
"731","P115_Syn21041850_Lung_scRNASEQ","368C_72h",0
"732","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","368C_72h",0
"733","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","368C_72h",0
"734","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","368C_72h",0
"735","P90_COVID19CELLATLAS_Lung_scRNASEQ","368C_72h",0
"736","P91_COVID19CELLATLAS_Lung_scRNASEQ","368C_72h",0
"737","Travaglini_Krasnow_2020","368C_72h",0
"738","Vieira_Teichmann_2019","368C_72h",0
"739","E-MTAB-11278","390C_0h",0
"740","EGAS00001004481","390C_0h",0
"741","ERP114453","390C_0h",27
"742","Fib_Atlas","390C_0h",0
"743","GSE121080","390C_0h",0
"744","GSE122960","390C_0h",0
"745","GSE126030","390C_0h",0
"746","GSE132771","390C_0h",0
"747","GSE132914","390C_0h",0
"748","GSE134355","390C_0h",0
"749","GSE135893","390C_0h",0
"750","GSE136831","390C_0h",0
"751","GSE137026","390C_0h",0
"752","GSE139534","390C_0h",0
"753","GSE139555","390C_0h",0
"754","GSE139819","390C_0h",0
"755","GSE150247","390C_0h",0
"756","GSE157376","390C_0h",0
"757","GSE158942","390C_0h",0
"758","GSE160664","390C_0h",0
"759","GSE161382","390C_0h",0
"760","GSE167295","390C_0h",0
"761","GSE168191","390C_0h",0
"762","GSE169471","390C_0h",0
"763","GSE171524","390C_0h",0
"764","GSE173896","390C_0h",0
"765","GSE181388","390C_0h",0
"766","GSE196303","390C_0h",0
"767","GSE196341","390C_0h",0
"768","GSE227136","390C_0h",0
"769","HCL","390C_0h",0
"770","HTAN_MSK","390C_0h",0
"771","munich_cohort_human","390C_0h",0
"772","P115_Syn21041850_Lung_scRNASEQ","390C_0h",0
"773","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","390C_0h",0
"774","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","390C_0h",0
"775","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","390C_0h",0
"776","P90_COVID19CELLATLAS_Lung_scRNASEQ","390C_0h",0
"777","P91_COVID19CELLATLAS_Lung_scRNASEQ","390C_0h",0
"778","Travaglini_Krasnow_2020","390C_0h",0
"779","Vieira_Teichmann_2019","390C_0h",0
"780","E-MTAB-11278","390C_12h",0
"781","EGAS00001004481","390C_12h",0
"782","ERP114453","390C_12h",31
"783","Fib_Atlas","390C_12h",0
"784","GSE121080","390C_12h",0
"785","GSE122960","390C_12h",0
"786","GSE126030","390C_12h",0
"787","GSE132771","390C_12h",0
"788","GSE132914","390C_12h",0
"789","GSE134355","390C_12h",0
"790","GSE135893","390C_12h",0
"791","GSE136831","390C_12h",0
"792","GSE137026","390C_12h",0
"793","GSE139534","390C_12h",0
"794","GSE139555","390C_12h",0
"795","GSE139819","390C_12h",0
"796","GSE150247","390C_12h",0
"797","GSE157376","390C_12h",0
"798","GSE158942","390C_12h",0
"799","GSE160664","390C_12h",0
"800","GSE161382","390C_12h",0
"801","GSE167295","390C_12h",0
"802","GSE168191","390C_12h",0
"803","GSE169471","390C_12h",0
"804","GSE171524","390C_12h",0
"805","GSE173896","390C_12h",0
"806","GSE181388","390C_12h",0
"807","GSE196303","390C_12h",0
"808","GSE196341","390C_12h",0
"809","GSE227136","390C_12h",0
"810","HCL","390C_12h",0
"811","HTAN_MSK","390C_12h",0
"812","munich_cohort_human","390C_12h",0
"813","P115_Syn21041850_Lung_scRNASEQ","390C_12h",0
"814","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","390C_12h",0
"815","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","390C_12h",0
"816","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","390C_12h",0
"817","P90_COVID19CELLATLAS_Lung_scRNASEQ","390C_12h",0
"818","P91_COVID19CELLATLAS_Lung_scRNASEQ","390C_12h",0
"819","Travaglini_Krasnow_2020","390C_12h",0
"820","Vieira_Teichmann_2019","390C_12h",0
"821","E-MTAB-11278","390C_24h",0
"822","EGAS00001004481","390C_24h",0
"823","ERP114453","390C_24h",17
"824","Fib_Atlas","390C_24h",0
"825","GSE121080","390C_24h",0
"826","GSE122960","390C_24h",0
"827","GSE126030","390C_24h",0
"828","GSE132771","390C_24h",0
"829","GSE132914","390C_24h",0
"830","GSE134355","390C_24h",0
"831","GSE135893","390C_24h",0
"832","GSE136831","390C_24h",0
"833","GSE137026","390C_24h",0
"834","GSE139534","390C_24h",0
"835","GSE139555","390C_24h",0
"836","GSE139819","390C_24h",0
"837","GSE150247","390C_24h",0
"838","GSE157376","390C_24h",0
"839","GSE158942","390C_24h",0
"840","GSE160664","390C_24h",0
"841","GSE161382","390C_24h",0
"842","GSE167295","390C_24h",0
"843","GSE168191","390C_24h",0
"844","GSE169471","390C_24h",0
"845","GSE171524","390C_24h",0
"846","GSE173896","390C_24h",0
"847","GSE181388","390C_24h",0
"848","GSE196303","390C_24h",0
"849","GSE196341","390C_24h",0
"850","GSE227136","390C_24h",0
"851","HCL","390C_24h",0
"852","HTAN_MSK","390C_24h",0
"853","munich_cohort_human","390C_24h",0
"854","P115_Syn21041850_Lung_scRNASEQ","390C_24h",0
"855","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","390C_24h",0
"856","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","390C_24h",0
"857","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","390C_24h",0
"858","P90_COVID19CELLATLAS_Lung_scRNASEQ","390C_24h",0
"859","P91_COVID19CELLATLAS_Lung_scRNASEQ","390C_24h",0
"860","Travaglini_Krasnow_2020","390C_24h",0
"861","Vieira_Teichmann_2019","390C_24h",0
"862","E-MTAB-11278","390C_72h",0
"863","EGAS00001004481","390C_72h",0
"864","ERP114453","390C_72h",18
"865","Fib_Atlas","390C_72h",0
"866","GSE121080","390C_72h",0
"867","GSE122960","390C_72h",0
"868","GSE126030","390C_72h",0
"869","GSE132771","390C_72h",0
"870","GSE132914","390C_72h",0
"871","GSE134355","390C_72h",0
"872","GSE135893","390C_72h",0
"873","GSE136831","390C_72h",0
"874","GSE137026","390C_72h",0
"875","GSE139534","390C_72h",0
"876","GSE139555","390C_72h",0
"877","GSE139819","390C_72h",0
"878","GSE150247","390C_72h",0
"879","GSE157376","390C_72h",0
"880","GSE158942","390C_72h",0
"881","GSE160664","390C_72h",0
"882","GSE161382","390C_72h",0
"883","GSE167295","390C_72h",0
"884","GSE168191","390C_72h",0
"885","GSE169471","390C_72h",0
"886","GSE171524","390C_72h",0
"887","GSE173896","390C_72h",0
"888","GSE181388","390C_72h",0
"889","GSE196303","390C_72h",0
"890","GSE196341","390C_72h",0
"891","GSE227136","390C_72h",0
"892","HCL","390C_72h",0
"893","HTAN_MSK","390C_72h",0
"894","munich_cohort_human","390C_72h",0
"895","P115_Syn21041850_Lung_scRNASEQ","390C_72h",0
"896","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","390C_72h",0
"897","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","390C_72h",0
"898","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","390C_72h",0
"899","P90_COVID19CELLATLAS_Lung_scRNASEQ","390C_72h",0
"900","P91_COVID19CELLATLAS_Lung_scRNASEQ","390C_72h",0
"901","Travaglini_Krasnow_2020","390C_72h",0
"902","Vieira_Teichmann_2019","390C_72h",0
"903","E-MTAB-11278","4951STDY7472265_LUNG",0
"904","EGAS00001004481","4951STDY7472265_LUNG",0
"905","ERP114453","4951STDY7472265_LUNG",0
"906","Fib_Atlas","4951STDY7472265_LUNG",0
"907","GSE121080","4951STDY7472265_LUNG",0
"908","GSE122960","4951STDY7472265_LUNG",0
"909","GSE126030","4951STDY7472265_LUNG",0
"910","GSE132771","4951STDY7472265_LUNG",0
"911","GSE132914","4951STDY7472265_LUNG",0
"912","GSE134355","4951STDY7472265_LUNG",0
"913","GSE135893","4951STDY7472265_LUNG",0
"914","GSE136831","4951STDY7472265_LUNG",0
"915","GSE137026","4951STDY7472265_LUNG",0
"916","GSE139534","4951STDY7472265_LUNG",0
"917","GSE139555","4951STDY7472265_LUNG",0
"918","GSE139819","4951STDY7472265_LUNG",0
"919","GSE150247","4951STDY7472265_LUNG",0
"920","GSE157376","4951STDY7472265_LUNG",0
"921","GSE158942","4951STDY7472265_LUNG",0
"922","GSE160664","4951STDY7472265_LUNG",0
"923","GSE161382","4951STDY7472265_LUNG",0
"924","GSE167295","4951STDY7472265_LUNG",0
"925","GSE168191","4951STDY7472265_LUNG",0
"926","GSE169471","4951STDY7472265_LUNG",0
"927","GSE171524","4951STDY7472265_LUNG",0
"928","GSE173896","4951STDY7472265_LUNG",0
"929","GSE181388","4951STDY7472265_LUNG",0
"930","GSE196303","4951STDY7472265_LUNG",0
"931","GSE196341","4951STDY7472265_LUNG",0
"932","GSE227136","4951STDY7472265_LUNG",0
"933","HCL","4951STDY7472265_LUNG",0
"934","HTAN_MSK","4951STDY7472265_LUNG",0
"935","munich_cohort_human","4951STDY7472265_LUNG",0
"936","P115_Syn21041850_Lung_scRNASEQ","4951STDY7472265_LUNG",0
"937","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7472265_LUNG",0
"938","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7472265_LUNG",21
"939","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7472265_LUNG",0
"940","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472265_LUNG",0
"941","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472265_LUNG",0
"942","Travaglini_Krasnow_2020","4951STDY7472265_LUNG",0
"943","Vieira_Teichmann_2019","4951STDY7472265_LUNG",0
"944","E-MTAB-11278","4951STDY7472266_LUNG",0
"945","EGAS00001004481","4951STDY7472266_LUNG",0
"946","ERP114453","4951STDY7472266_LUNG",0
"947","Fib_Atlas","4951STDY7472266_LUNG",0
"948","GSE121080","4951STDY7472266_LUNG",0
"949","GSE122960","4951STDY7472266_LUNG",0
"950","GSE126030","4951STDY7472266_LUNG",0
"951","GSE132771","4951STDY7472266_LUNG",0
"952","GSE132914","4951STDY7472266_LUNG",0
"953","GSE134355","4951STDY7472266_LUNG",0
"954","GSE135893","4951STDY7472266_LUNG",0
"955","GSE136831","4951STDY7472266_LUNG",0
"956","GSE137026","4951STDY7472266_LUNG",0
"957","GSE139534","4951STDY7472266_LUNG",0
"958","GSE139555","4951STDY7472266_LUNG",0
"959","GSE139819","4951STDY7472266_LUNG",0
"960","GSE150247","4951STDY7472266_LUNG",0
"961","GSE157376","4951STDY7472266_LUNG",0
"962","GSE158942","4951STDY7472266_LUNG",0
"963","GSE160664","4951STDY7472266_LUNG",0
"964","GSE161382","4951STDY7472266_LUNG",0
"965","GSE167295","4951STDY7472266_LUNG",0
"966","GSE168191","4951STDY7472266_LUNG",0
"967","GSE169471","4951STDY7472266_LUNG",0
"968","GSE171524","4951STDY7472266_LUNG",0
"969","GSE173896","4951STDY7472266_LUNG",0
"970","GSE181388","4951STDY7472266_LUNG",0
"971","GSE196303","4951STDY7472266_LUNG",0
"972","GSE196341","4951STDY7472266_LUNG",0
"973","GSE227136","4951STDY7472266_LUNG",0
"974","HCL","4951STDY7472266_LUNG",0
"975","HTAN_MSK","4951STDY7472266_LUNG",0
"976","munich_cohort_human","4951STDY7472266_LUNG",0
"977","P115_Syn21041850_Lung_scRNASEQ","4951STDY7472266_LUNG",0
"978","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7472266_LUNG",0
"979","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7472266_LUNG",0
"980","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7472266_LUNG",64
"981","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472266_LUNG",0
"982","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472266_LUNG",0
"983","Travaglini_Krasnow_2020","4951STDY7472266_LUNG",0
"984","Vieira_Teichmann_2019","4951STDY7472266_LUNG",0
"985","E-MTAB-11278","4951STDY7472267_LUNG",0
"986","EGAS00001004481","4951STDY7472267_LUNG",0
"987","ERP114453","4951STDY7472267_LUNG",0
"988","Fib_Atlas","4951STDY7472267_LUNG",0
"989","GSE121080","4951STDY7472267_LUNG",0
"990","GSE122960","4951STDY7472267_LUNG",0
"991","GSE126030","4951STDY7472267_LUNG",0
"992","GSE132771","4951STDY7472267_LUNG",0
"993","GSE132914","4951STDY7472267_LUNG",0
"994","GSE134355","4951STDY7472267_LUNG",0
"995","GSE135893","4951STDY7472267_LUNG",0
"996","GSE136831","4951STDY7472267_LUNG",0
"997","GSE137026","4951STDY7472267_LUNG",0
"998","GSE139534","4951STDY7472267_LUNG",0
"999","GSE139555","4951STDY7472267_LUNG",0
"1000","GSE139819","4951STDY7472267_LUNG",0
"1001","GSE150247","4951STDY7472267_LUNG",0
"1002","GSE157376","4951STDY7472267_LUNG",0
"1003","GSE158942","4951STDY7472267_LUNG",0
"1004","GSE160664","4951STDY7472267_LUNG",0
"1005","GSE161382","4951STDY7472267_LUNG",0
"1006","GSE167295","4951STDY7472267_LUNG",0
"1007","GSE168191","4951STDY7472267_LUNG",0
"1008","GSE169471","4951STDY7472267_LUNG",0
"1009","GSE171524","4951STDY7472267_LUNG",0
"1010","GSE173896","4951STDY7472267_LUNG",0
"1011","GSE181388","4951STDY7472267_LUNG",0
"1012","GSE196303","4951STDY7472267_LUNG",0
"1013","GSE196341","4951STDY7472267_LUNG",0
"1014","GSE227136","4951STDY7472267_LUNG",0
"1015","HCL","4951STDY7472267_LUNG",0
"1016","HTAN_MSK","4951STDY7472267_LUNG",0
"1017","munich_cohort_human","4951STDY7472267_LUNG",0
"1018","P115_Syn21041850_Lung_scRNASEQ","4951STDY7472267_LUNG",0
"1019","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7472267_LUNG",0
"1020","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7472267_LUNG",44
"1021","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7472267_LUNG",0
"1022","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472267_LUNG",0
"1023","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7472267_LUNG",0
"1024","Travaglini_Krasnow_2020","4951STDY7472267_LUNG",0
"1025","Vieira_Teichmann_2019","4951STDY7472267_LUNG",0
"1026","E-MTAB-11278","4951STDY7487591_LUNG",0
"1027","EGAS00001004481","4951STDY7487591_LUNG",0
"1028","ERP114453","4951STDY7487591_LUNG",0
"1029","Fib_Atlas","4951STDY7487591_LUNG",0
"1030","GSE121080","4951STDY7487591_LUNG",0
"1031","GSE122960","4951STDY7487591_LUNG",0
"1032","GSE126030","4951STDY7487591_LUNG",0
"1033","GSE132771","4951STDY7487591_LUNG",0
"1034","GSE132914","4951STDY7487591_LUNG",0
"1035","GSE134355","4951STDY7487591_LUNG",0
"1036","GSE135893","4951STDY7487591_LUNG",0
"1037","GSE136831","4951STDY7487591_LUNG",0
"1038","GSE137026","4951STDY7487591_LUNG",0
"1039","GSE139534","4951STDY7487591_LUNG",0
"1040","GSE139555","4951STDY7487591_LUNG",0
"1041","GSE139819","4951STDY7487591_LUNG",0
"1042","GSE150247","4951STDY7487591_LUNG",0
"1043","GSE157376","4951STDY7487591_LUNG",0
"1044","GSE158942","4951STDY7487591_LUNG",0
"1045","GSE160664","4951STDY7487591_LUNG",0
"1046","GSE161382","4951STDY7487591_LUNG",0
"1047","GSE167295","4951STDY7487591_LUNG",0
"1048","GSE168191","4951STDY7487591_LUNG",0
"1049","GSE169471","4951STDY7487591_LUNG",0
"1050","GSE171524","4951STDY7487591_LUNG",0
"1051","GSE173896","4951STDY7487591_LUNG",0
"1052","GSE181388","4951STDY7487591_LUNG",0
"1053","GSE196303","4951STDY7487591_LUNG",0
"1054","GSE196341","4951STDY7487591_LUNG",0
"1055","GSE227136","4951STDY7487591_LUNG",0
"1056","HCL","4951STDY7487591_LUNG",0
"1057","HTAN_MSK","4951STDY7487591_LUNG",0
"1058","munich_cohort_human","4951STDY7487591_LUNG",0
"1059","P115_Syn21041850_Lung_scRNASEQ","4951STDY7487591_LUNG",0
"1060","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7487591_LUNG",0
"1061","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7487591_LUNG",18
"1062","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7487591_LUNG",0
"1063","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487591_LUNG",0
"1064","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487591_LUNG",0
"1065","Travaglini_Krasnow_2020","4951STDY7487591_LUNG",0
"1066","Vieira_Teichmann_2019","4951STDY7487591_LUNG",0
"1067","E-MTAB-11278","4951STDY7487592_LUNG",0
"1068","EGAS00001004481","4951STDY7487592_LUNG",0
"1069","ERP114453","4951STDY7487592_LUNG",0
"1070","Fib_Atlas","4951STDY7487592_LUNG",0
"1071","GSE121080","4951STDY7487592_LUNG",0
"1072","GSE122960","4951STDY7487592_LUNG",0
"1073","GSE126030","4951STDY7487592_LUNG",0
"1074","GSE132771","4951STDY7487592_LUNG",0
"1075","GSE132914","4951STDY7487592_LUNG",0
"1076","GSE134355","4951STDY7487592_LUNG",0
"1077","GSE135893","4951STDY7487592_LUNG",0
"1078","GSE136831","4951STDY7487592_LUNG",0
"1079","GSE137026","4951STDY7487592_LUNG",0
"1080","GSE139534","4951STDY7487592_LUNG",0
"1081","GSE139555","4951STDY7487592_LUNG",0
"1082","GSE139819","4951STDY7487592_LUNG",0
"1083","GSE150247","4951STDY7487592_LUNG",0
"1084","GSE157376","4951STDY7487592_LUNG",0
"1085","GSE158942","4951STDY7487592_LUNG",0
"1086","GSE160664","4951STDY7487592_LUNG",0
"1087","GSE161382","4951STDY7487592_LUNG",0
"1088","GSE167295","4951STDY7487592_LUNG",0
"1089","GSE168191","4951STDY7487592_LUNG",0
"1090","GSE169471","4951STDY7487592_LUNG",0
"1091","GSE171524","4951STDY7487592_LUNG",0
"1092","GSE173896","4951STDY7487592_LUNG",0
"1093","GSE181388","4951STDY7487592_LUNG",0
"1094","GSE196303","4951STDY7487592_LUNG",0
"1095","GSE196341","4951STDY7487592_LUNG",0
"1096","GSE227136","4951STDY7487592_LUNG",0
"1097","HCL","4951STDY7487592_LUNG",0
"1098","HTAN_MSK","4951STDY7487592_LUNG",0
"1099","munich_cohort_human","4951STDY7487592_LUNG",0
"1100","P115_Syn21041850_Lung_scRNASEQ","4951STDY7487592_LUNG",0
"1101","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7487592_LUNG",0
"1102","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7487592_LUNG",22
"1103","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7487592_LUNG",0
"1104","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487592_LUNG",0
"1105","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487592_LUNG",0
"1106","Travaglini_Krasnow_2020","4951STDY7487592_LUNG",0
"1107","Vieira_Teichmann_2019","4951STDY7487592_LUNG",0
"1108","E-MTAB-11278","4951STDY7487593_LUNG",0
"1109","EGAS00001004481","4951STDY7487593_LUNG",0
"1110","ERP114453","4951STDY7487593_LUNG",0
"1111","Fib_Atlas","4951STDY7487593_LUNG",0
"1112","GSE121080","4951STDY7487593_LUNG",0
"1113","GSE122960","4951STDY7487593_LUNG",0
"1114","GSE126030","4951STDY7487593_LUNG",0
"1115","GSE132771","4951STDY7487593_LUNG",0
"1116","GSE132914","4951STDY7487593_LUNG",0
"1117","GSE134355","4951STDY7487593_LUNG",0
"1118","GSE135893","4951STDY7487593_LUNG",0
"1119","GSE136831","4951STDY7487593_LUNG",0
"1120","GSE137026","4951STDY7487593_LUNG",0
"1121","GSE139534","4951STDY7487593_LUNG",0
"1122","GSE139555","4951STDY7487593_LUNG",0
"1123","GSE139819","4951STDY7487593_LUNG",0
"1124","GSE150247","4951STDY7487593_LUNG",0
"1125","GSE157376","4951STDY7487593_LUNG",0
"1126","GSE158942","4951STDY7487593_LUNG",0
"1127","GSE160664","4951STDY7487593_LUNG",0
"1128","GSE161382","4951STDY7487593_LUNG",0
"1129","GSE167295","4951STDY7487593_LUNG",0
"1130","GSE168191","4951STDY7487593_LUNG",0
"1131","GSE169471","4951STDY7487593_LUNG",0
"1132","GSE171524","4951STDY7487593_LUNG",0
"1133","GSE173896","4951STDY7487593_LUNG",0
"1134","GSE181388","4951STDY7487593_LUNG",0
"1135","GSE196303","4951STDY7487593_LUNG",0
"1136","GSE196341","4951STDY7487593_LUNG",0
"1137","GSE227136","4951STDY7487593_LUNG",0
"1138","HCL","4951STDY7487593_LUNG",0
"1139","HTAN_MSK","4951STDY7487593_LUNG",0
"1140","munich_cohort_human","4951STDY7487593_LUNG",0
"1141","P115_Syn21041850_Lung_scRNASEQ","4951STDY7487593_LUNG",0
"1142","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","4951STDY7487593_LUNG",0
"1143","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","4951STDY7487593_LUNG",0
"1144","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","4951STDY7487593_LUNG",12
"1145","P90_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487593_LUNG",0
"1146","P91_COVID19CELLATLAS_Lung_scRNASEQ","4951STDY7487593_LUNG",0
"1147","Travaglini_Krasnow_2020","4951STDY7487593_LUNG",0
"1148","Vieira_Teichmann_2019","4951STDY7487593_LUNG",0
"1149","E-MTAB-11278","9JQK55ng_LUNG",0
"1150","EGAS00001004481","9JQK55ng_LUNG",0
"1151","ERP114453","9JQK55ng_LUNG",0
