"","param","celltype","counts"
"2213","GSM5133606","Endothelial",3
"2214","GSM5206782","Endothelial",0
"2215","GSM5206783","Endothelial",0
"2216","GSM5206784","Endothelial",2
"2217","GSM5226574","Endothelial",5
"2218","GSM5226575","Endothelial",4
"2219","GSM5226576","Endothelial",2
"2220","GSM5226577","Endothelial",2
"2221","GSM5226578","Endothelial",6
"2222","GSM5226579","Endothelial",0
"2223","GSM5226580","Endothelial",1
"2224","GSM5282537","Endothelial",70
"2225","GSM5282538","Endothelial",12
"2226","GSM5282539","Endothelial",12
"2227","GSM5282540","Endothelial",16
"2228","GSM5282541","Endothelial",6
"2229","GSM5282542","Endothelial",7
"2230","GSM5282543","Endothelial",0
"2231","GSM5282544","Endothelial",12
"2232","GSM5282545","Endothelial",29
"2233","GSM5282546","Endothelial",4
"2234","GSM5282547","Endothelial",17
"2235","GSM5282548","Endothelial",21
"2236","GSM5501481","Endothelial",18
"2237","GSM5501482","Endothelial",3
"2238","GSM5870246","Endothelial",0
"2239","GSM5870247","Endothelial",0
"2240","GSM5870248","Endothelial",15
"2241","GSM5870249","Endothelial",4
"2242","GSM5870251","Endothelial",3
"2243","GSM5870252","Endothelial",2
"2244","GSM5870253","Endothelial",8
"2245","GSM5870254","Endothelial",1
"2246","GSM5870255","Endothelial",1
"2247","GSM5870257","Endothelial",1
"2248","GSM5873135","Endothelial",9
"2249","GSM5873136","Endothelial",1
"2250","GSM5873137","Endothelial",11
"2251","GSM5873138","Endothelial",0
"2252","GSM5873139","Endothelial",61
"2253","GSM5873140","Endothelial",159
"2254","GSM5873141","Endothelial",39
"2255","GSM5873142","Endothelial",53
"2256","GSM5873143","Endothelial",9
"2257","GSM5873144","Endothelial",13
"2258","GSM5873145","Endothelial",30
"2259","GSM5873146","Endothelial",70
"2260","GSM7103257","Endothelial",1
"2261","GSM7103264","Endothelial",0
"2262","GSM7103271","Endothelial",0
"2263","GSM7103275","Endothelial",2
"2264","GSM7103276","Endothelial",12
"2265","GSM7103277","Endothelial",12
"2266","GSM7103278","Endothelial",18
"2267","GSM7103279","Endothelial",27
"2268","GSM7103280","Endothelial",35
"2269","GSM7103281","Endothelial",1
"2270","GSM7103282","Endothelial",12
"2271","GSM7103283","Endothelial",0
"2272","GSM7103295","Endothelial",1
"2273","GSM7103296","Endothelial",2
"2274","GSM7103297","Endothelial",0
"2275","GSM7103298","Endothelial",0
"2276","GSM7103305","Endothelial",1
"2277","GSM7103306","Endothelial",0
"2278","GSM7103307","Endothelial",1
"2279","GSM7103308","Endothelial",2
"2280","GSM7103313","Endothelial",8
"2281","GSM7103314","Endothelial",20
"2282","GSM7103315","Endothelial",20
"2283","GSM7103316","Endothelial",42
"2284","GSM7103317","Endothelial",21
"2285","GSM7103318","Endothelial",17
"2286","GSM7103319","Endothelial",51
"2287","GSM7103320","Endothelial",4
"2288","GSM7103327","Endothelial",0
"2289","GSM7103334","Endothelial",0
"2290","JVV9L8ng_LUNG","Endothelial",4
"2291","KJYDM1ng_LUNG","Endothelial",0
"2292","LungTranscriptome7119452_LUNG","Endothelial",0
"2293","LungTranscriptome7119453_LUNG","Endothelial",0
"2294","LungTranscriptome7135919_LUNG","Endothelial",0
"2295","LungTranscriptome7135920_LUNG","Endothelial",0
"2296","LungTranscriptome7185212_LUNG","Endothelial",1
"2297","LungTranscriptome7185213_LUNG","Endothelial",0
"2298","LungTranscriptome7239213_LUNG","Endothelial",0
"2299","LungTranscriptome7239217_LUNG","Endothelial",0
"2300","LungTranscriptome7239218_LUNG","Endothelial",0
"2301","LungTranscriptome7239219_LUNG","Endothelial",0
"2302","LungTranscriptome7239220_LUNG","Endothelial",0
"2303","medial_2_LUNG","Endothelial",0
"2304","medial_3_LUNG","Endothelial",0
"2305","muc10380","Endothelial",3
"2306","muc3843","Endothelial",1
"2307","muc4658","Endothelial",0
"2308","muc4659","Endothelial",0
"2309","muc5103","Endothelial",0
"2310","muc5105","Endothelial",0
"2311","muc5212","Endothelial",0
"2312","muc5213","Endothelial",1
"2313","muc9832","Endothelial",0
"2314","muc9833","Endothelial",2
"2315","ODGS1Mng_LUNG","Endothelial",1
"2316","P1_2_LUNG","Endothelial",1
"2317","P1_3_LUNG","Endothelial",12
"2318","P1_4_LUNG","Endothelial",0
"2319","P2_1_LUNG","Endothelial",21
"2320","P2_2_LUNG","Endothelial",13
"2321","P2_3_LUNG","Endothelial",14
"2322","P2_4_LUNG","Endothelial",7
"2323","P2_5_LUNG","Endothelial",8
"2324","P2_6_LUNG","Endothelial",4
"2325","P2_7_LUNG","Endothelial",20
"2326","P2_8_LUNG","Endothelial",2
"2327","P3_2_LUNG","Endothelial",2
"2328","P3_3_LUNG","Endothelial",0
"2329","P3_4_LUNG","Endothelial",0
"2330","P3_5_LUNG","Endothelial",0
"2331","P3_6_LUNG","Endothelial",4
"2332","P3_7_LUNG","Endothelial",16
"2333","p46c_LUNG","Endothelial",0
"2334","p47c_LUNG","Endothelial",0
"2335","p50c_LUNG","Endothelial",0
"2336","p51c_LUNG","Endothelial",0
"2337","proximal_3_LUNG","Endothelial",0
"2338","QZY9VQng_LUNG","Endothelial",2
"2339","RU675_N","Endothelial",0
"2340","RU682_N","Endothelial",0
"2341","RU684_N","Endothelial",0
"2342","RU685_N","Endothelial",0
"2343","S4ECX8ng_LUNG","Endothelial",1
"2344","sample10","Endothelial",0
"2345","sample11","Endothelial",0
"2346","sample4","Endothelial",0
"2347","sample8","Endothelial",0
"2348","sample9","Endothelial",0
"2349","SHMI57ng_LUNG","Endothelial",1
"2350","Travaglini_Krasnow_2020_distal 1a","Endothelial",1
"2351","Travaglini_Krasnow_2020_distal 1b","Endothelial",3
"2352","Travaglini_Krasnow_2020_distal 2","Endothelial",6
"2353","Travaglini_Krasnow_2020_distal 3","Endothelial",1
"2354","Travaglini_Krasnow_2020_medial 2","Endothelial",2
"2355","Travaglini_Krasnow_2020_medial 3","Endothelial",1
"2356","Travaglini_Krasnow_2020_proximal 3","Endothelial",0
"2357","Vieira_Teichmann_2019_Dropseq_1","Endothelial",0
"2358","Vieira_Teichmann_2019_Dropseq_2","Endothelial",0
"2359","ZM3KACng_LUNG","Endothelial",0
"2360","101CV0ng_LUNG","Fibroblast",0
"2361","16E0F2ng_LUNG","Fibroblast",0
"2362","1A1DFBng_LUNG","Fibroblast",0
"2363","343B_0h","Fibroblast",0
"2364","343B_24h","Fibroblast",0
"2365","343B_72h","Fibroblast",0
"2366","356C_0h","Fibroblast",0
"2367","356C_12h","Fibroblast",0
"2368","356C_24h","Fibroblast",0
"2369","356C_72h","Fibroblast",0
"2370","367C_0h","Fibroblast",0
"2371","367C_12h","Fibroblast",1
"2372","367C_24h","Fibroblast",1
"2373","367C_72h","Fibroblast",2
"2374","368C_0h","Fibroblast",0
"2375","368C_12h","Fibroblast",2
"2376","368C_24h","Fibroblast",3
"2377","368C_72h","Fibroblast",2
"2378","390C_0h","Fibroblast",2
"2379","390C_12h","Fibroblast",2
"2380","390C_24h","Fibroblast",1
"2381","390C_72h","Fibroblast",0
"2382","4951STDY7472265_LUNG","Fibroblast",0
"2383","4951STDY7472266_LUNG","Fibroblast",0
"2384","4951STDY7472267_LUNG","Fibroblast",0
"2385","4951STDY7487591_LUNG","Fibroblast",0
"2386","4951STDY7487592_LUNG","Fibroblast",0
"2387","4951STDY7487593_LUNG","Fibroblast",0
"2388","9JQK55ng_LUNG","Fibroblast",0
"2389","A9LCTZng_LUNG","Fibroblast",1
"2390","AdultLung_1","Fibroblast",8
"2391","AdultLung_2","Fibroblast",7
"2392","AdultLung_3","Fibroblast",0
"2393","CTTV027_RNAseq6949176_LUNG","Fibroblast",0
"2394","CTTV027_RNAseq6949177_LUNG","Fibroblast",0
"2395","CTTV027_RNAseq7118945_LUNG","Fibroblast",0
"2396","CTTV027_RNAseq7118946_LUNG","Fibroblast",0
"2397","CTTV027_RNAseq7333557_LUNG","Fibroblast",0
"2398","D088_LUNG","Fibroblast",8
"2399","D122_LUNG","Fibroblast",0
"2400","D150_LUNG","Fibroblast",9
"2401","D175_LUNG","Fibroblast",1
"2402","D231_LUNG","Fibroblast",0
"2403","distal_1a_LUNG","Fibroblast",0
"2404","distal_1b_LUNG","Fibroblast",0
"2405","distal_2_LUNG","Fibroblast",0
"2406","distal_3_LUNG","Fibroblast",0
"2407","ERR8048258","Fibroblast",14
"2408","ERR8048273","Fibroblast",2
"2409","ERR8048274","Fibroblast",10
"2410","FetalLung_1","Fibroblast",0
"2411","FetalLung_2","Fibroblast",0
"2412","Fib_Atlas","Fibroblast",8
"2413","GSM3425686","Fibroblast",0
"2414","GSM3425687","Fibroblast",0
"2415","GSM3425692","Fibroblast",0
"2416","GSM3425693","Fibroblast",0
"2417","GSM3489182","Fibroblast",0
"2418","GSM3489185","Fibroblast",1
"2419","GSM3489187","Fibroblast",0
"2420","GSM3489189","Fibroblast",0
"2421","GSM3489191","Fibroblast",0
"2422","GSM3489193","Fibroblast",0
"2423","GSM3489195","Fibroblast",0
"2424","GSM3489197","Fibroblast",0
"2425","GSM3589406","Fibroblast",0
"2426","GSM3589407","Fibroblast",0
"2427","GSM3891620","Fibroblast",65
"2428","GSM3891621","Fibroblast",4
"2429","GSM3891622","Fibroblast",32
"2430","GSM3891623","Fibroblast",2
"2431","GSM3891624","Fibroblast",12
"2432","GSM3891625","Fibroblast",0
"2433","GSM3891632","Fibroblast",33
"2434","GSM3891633","Fibroblast",2
"2435","GSM3891634","Fibroblast",12
"2436","GSM3891635","Fibroblast",0
"2437","GSM3896324","Fibroblast",0
"2438","GSM3896325","Fibroblast",0
"2439","GSM3896326","Fibroblast",0
"2440","GSM4008628","Fibroblast",0
"2441","GSM4008629","Fibroblast",0
"2442","GSM4008630","Fibroblast",0
"2443","GSM4008631","Fibroblast",0
"2444","GSM4008632","Fibroblast",0
"2445","GSM4008633","Fibroblast",1
"2446","GSM4037301","Fibroblast",0
"2447","GSM4037302","Fibroblast",1
"2448","GSM4037305","Fibroblast",0
"2449","GSM4037306","Fibroblast",0
"2450","GSM4037309","Fibroblast",0
"2451","GSM4037313","Fibroblast",0
"2452","GSM4037316","Fibroblast",0
"2453","GSM4037323","Fibroblast",0
"2454","GSM4037324","Fibroblast",0
"2455","GSM4037325","Fibroblast",0
"2456","GSM4058901","Fibroblast",0
"2457","GSM4058904","Fibroblast",0
"2458","GSM4058905","Fibroblast",0
"2459","GSM4058907","Fibroblast",0
"2460","GSM4058908","Fibroblast",0
"2461","GSM4058909","Fibroblast",0
"2462","GSM4058913","Fibroblast",3
"2463","GSM4058914","Fibroblast",1
"2464","GSM4058915","Fibroblast",0
"2465","GSM4058916","Fibroblast",0
"2466","GSM4058917","Fibroblast",0
"2467","GSM4058918","Fibroblast",0
"2468","GSM4058919","Fibroblast",0
"2469","GSM4058920","Fibroblast",0
"2470","GSM4058921","Fibroblast",0
"2471","GSM4058922","Fibroblast",0
"2472","GSM4058923","Fibroblast",1
"2473","GSM4058924","Fibroblast",0
"2474","GSM4058925","Fibroblast",0
"2475","GSM4058926","Fibroblast",0
"2476","GSM4058927","Fibroblast",0
"2477","GSM4058928","Fibroblast",6
"2478","GSM4058931","Fibroblast",0
"2479","GSM4058932","Fibroblast",1
"2480","GSM4058933","Fibroblast",0
"2481","GSM4058934","Fibroblast",1
"2482","GSM4058935","Fibroblast",3
"2483","GSM4058936","Fibroblast",0
"2484","GSM4058937","Fibroblast",0
"2485","GSM4058938","Fibroblast",2
"2486","GSM4058939","Fibroblast",5
"2487","GSM4058940","Fibroblast",3
"2488","GSM4058941","Fibroblast",0
"2489","GSM4058942","Fibroblast",1
"2490","GSM4058947","Fibroblast",0
"2491","GSM4058949","Fibroblast",5
"2492","GSM4058953","Fibroblast",3
"2493","GSM4058956","Fibroblast",1
"2494","GSM4058957","Fibroblast",1
"2495","GSM4058962","Fibroblast",3
"2496","GSM4058963","Fibroblast",0
"2497","GSM4058971","Fibroblast",4
"2498","GSM4058973","Fibroblast",0
"2499","GSM4058975","Fibroblast",0
"2500","GSM4058976","Fibroblast",0
"2501","GSM4058977","Fibroblast",0
"2502","GSM4065876","Fibroblast",1
"2503","GSM4065877","Fibroblast",3
"2504","GSM4065878","Fibroblast",7
"2505","GSM4065879","Fibroblast",14
"2506","GSM4143262","Fibroblast",3
"2507","GSM4143263","Fibroblast",2
"2508","GSM4143656","Fibroblast",0
"2509","GSM4143658","Fibroblast",0
"2510","GSM4143660","Fibroblast",0
"2511","GSM4143662","Fibroblast",0
"2512","GSM4143664","Fibroblast",0
"2513","GSM4143666","Fibroblast",0
"2514","GSM4321402","Fibroblast",2
"2515","GSM4321403","Fibroblast",3
"2516","GSM4321404","Fibroblast",5
"2517","GSM4321405","Fibroblast",1
"2518","GSM4544005","Fibroblast",14
"2519","GSM4544006","Fibroblast",12
"2520","GSM4544007","Fibroblast",22
"2521","GSM4763859","Fibroblast",6
"2522","GSM4763860","Fibroblast",0
"2523","GSM4763861","Fibroblast",0
"2524","GSM4763862","Fibroblast",0
"2525","GSM4763863","Fibroblast",0
"2526","GSM4816089","Fibroblast",38
"2527","GSM4876617","Fibroblast",0
"2528","GSM4876620","Fibroblast",0
"2529","GSM5100998","Fibroblast",0
"2530","GSM5100999","Fibroblast",0
"2531","GSM5101000","Fibroblast",0
"2532","GSM5133588","Fibroblast",80
"2533","GSM5133589","Fibroblast",57
"2534","GSM5133590","Fibroblast",29
"2535","GSM5133591","Fibroblast",25
"2536","GSM5133592","Fibroblast",15
"2537","GSM5133593","Fibroblast",8
"2538","GSM5133594","Fibroblast",3
"2539","GSM5133595","Fibroblast",0
"2540","GSM5133596","Fibroblast",0
"2541","GSM5133597","Fibroblast",2
"2542","GSM5133598","Fibroblast",1
"2543","GSM5133599","Fibroblast",1
"2544","GSM5133600","Fibroblast",0
"2545","GSM5133601","Fibroblast",4
"2546","GSM5133602","Fibroblast",1
"2547","GSM5133603","Fibroblast",1
"2548","GSM5133604","Fibroblast",4
"2549","GSM5133605","Fibroblast",2
"2550","GSM5133606","Fibroblast",6
"2551","GSM5206782","Fibroblast",0
"2552","GSM5206783","Fibroblast",0
"2553","GSM5206784","Fibroblast",0
"2554","GSM5226574","Fibroblast",6
"2555","GSM5226575","Fibroblast",1
"2556","GSM5226576","Fibroblast",2
"2557","GSM5226577","Fibroblast",1
"2558","GSM5226578","Fibroblast",3
"2559","GSM5226579","Fibroblast",3
"2560","GSM5226580","Fibroblast",6
"2561","GSM5282537","Fibroblast",40
"2562","GSM5282538","Fibroblast",2
"2563","GSM5282539","Fibroblast",1
"2564","GSM5282540","Fibroblast",8
"2565","GSM5282541","Fibroblast",7
"2566","GSM5282542","Fibroblast",2
"2567","GSM5282543","Fibroblast",1
"2568","GSM5282544","Fibroblast",14
"2569","GSM5282545","Fibroblast",13
"2570","GSM5282546","Fibroblast",4
"2571","GSM5282547","Fibroblast",4
"2572","GSM5282548","Fibroblast",2
"2573","GSM5501481","Fibroblast",0
"2574","GSM5501482","Fibroblast",0
"2575","GSM5870246","Fibroblast",0
"2576","GSM5870247","Fibroblast",0
"2577","GSM5870248","Fibroblast",1
"2578","GSM5870249","Fibroblast",0
"2579","GSM5870251","Fibroblast",1
"2580","GSM5870252","Fibroblast",0
"2581","GSM5870253","Fibroblast",1
"2582","GSM5870254","Fibroblast",0
"2583","GSM5870255","Fibroblast",0
"2584","GSM5870257","Fibroblast",0
"2585","GSM5873135","Fibroblast",1
"2586","GSM5873136","Fibroblast",0
"2587","GSM5873137","Fibroblast",19
"2588","GSM5873138","Fibroblast",0
"2589","GSM5873139","Fibroblast",3
"2590","GSM5873140","Fibroblast",30
"2591","GSM5873141","Fibroblast",12
"2592","GSM5873142","Fibroblast",5
"2593","GSM5873143","Fibroblast",6
"2594","GSM5873144","Fibroblast",0
"2595","GSM5873145","Fibroblast",4
"2596","GSM5873146","Fibroblast",17
"2597","GSM7103257","Fibroblast",0
"2598","GSM7103264","Fibroblast",2
"2599","GSM7103271","Fibroblast",0
"2600","GSM7103275","Fibroblast",0
"2601","GSM7103276","Fibroblast",1
"2602","GSM7103277","Fibroblast",1
"2603","GSM7103278","Fibroblast",0
"2604","GSM7103279","Fibroblast",3
"2605","GSM7103280","Fibroblast",4
"2606","GSM7103281","Fibroblast",0
"2607","GSM7103282","Fibroblast",4
"2608","GSM7103283","Fibroblast",0
"2609","GSM7103295","Fibroblast",0
"2610","GSM7103296","Fibroblast",0
"2611","GSM7103297","Fibroblast",0
"2612","GSM7103298","Fibroblast",0
"2613","GSM7103305","Fibroblast",0
"2614","GSM7103306","Fibroblast",0
"2615","GSM7103307","Fibroblast",0
"2616","GSM7103308","Fibroblast",0
"2617","GSM7103313","Fibroblast",0
"2618","GSM7103314","Fibroblast",3
"2619","GSM7103315","Fibroblast",0
"2620","GSM7103316","Fibroblast",3
"2621","GSM7103317","Fibroblast",3
"2622","GSM7103318","Fibroblast",11
"2623","GSM7103319","Fibroblast",29
"2624","GSM7103320","Fibroblast",1
"2625","GSM7103327","Fibroblast",0
"2626","GSM7103334","Fibroblast",1
"2627","JVV9L8ng_LUNG","Fibroblast",0
"2628","KJYDM1ng_LUNG","Fibroblast",0
"2629","LungTranscriptome7119452_LUNG","Fibroblast",0
"2630","LungTranscriptome7119453_LUNG","Fibroblast",0
"2631","LungTranscriptome7135919_LUNG","Fibroblast",0
"2632","LungTranscriptome7135920_LUNG","Fibroblast",0
"2633","LungTranscriptome7185212_LUNG","Fibroblast",1
"2634","LungTranscriptome7185213_LUNG","Fibroblast",0
"2635","LungTranscriptome7239213_LUNG","Fibroblast",0
"2636","LungTranscriptome7239217_LUNG","Fibroblast",1
"2637","LungTranscriptome7239218_LUNG","Fibroblast",0
"2638","LungTranscriptome7239219_LUNG","Fibroblast",0
"2639","LungTranscriptome7239220_LUNG","Fibroblast",0
"2640","medial_2_LUNG","Fibroblast",0
"2641","medial_3_LUNG","Fibroblast",0
"2642","muc10380","Fibroblast",0
"2643","muc3843","Fibroblast",0
"2644","muc4658","Fibroblast",0
"2645","muc4659","Fibroblast",0
"2646","muc5103","Fibroblast",0
"2647","muc5105","Fibroblast",0
"2648","muc5212","Fibroblast",0
"2649","muc5213","Fibroblast",0
"2650","muc9832","Fibroblast",1
"2651","muc9833","Fibroblast",0
"2652","ODGS1Mng_LUNG","Fibroblast",0
"2653","P1_2_LUNG","Fibroblast",0
"2654","P1_3_LUNG","Fibroblast",0
"2655","P1_4_LUNG","Fibroblast",0
"2656","P2_1_LUNG","Fibroblast",0
"2657","P2_2_LUNG","Fibroblast",0
"2658","P2_3_LUNG","Fibroblast",0
"2659","P2_4_LUNG","Fibroblast",0
"2660","P2_5_LUNG","Fibroblast",3
"2661","P2_6_LUNG","Fibroblast",1
"2662","P2_7_LUNG","Fibroblast",0
"2663","P2_8_LUNG","Fibroblast",2
"2664","P3_2_LUNG","Fibroblast",0
"2665","P3_3_LUNG","Fibroblast",0
"2666","P3_4_LUNG","Fibroblast",1
"2667","P3_5_LUNG","Fibroblast",2
"2668","P3_6_LUNG","Fibroblast",0
"2669","P3_7_LUNG","Fibroblast",0
"2670","p46c_LUNG","Fibroblast",0
"2671","p47c_LUNG","Fibroblast",0
"2672","p50c_LUNG","Fibroblast",0
"2673","p51c_LUNG","Fibroblast",0
"2674","proximal_3_LUNG","Fibroblast",0
"2675","QZY9VQng_LUNG","Fibroblast",0
"2676","RU675_N","Fibroblast",0
"2677","RU682_N","Fibroblast",0
"2678","RU684_N","Fibroblast",0
"2679","RU685_N","Fibroblast",0
"2680","S4ECX8ng_LUNG","Fibroblast",0
"2681","sample10","Fibroblast",0
"2682","sample11","Fibroblast",0
"2683","sample4","Fibroblast",0
"2684","sample8","Fibroblast",0
"2685","sample9","Fibroblast",0
"2686","SHMI57ng_LUNG","Fibroblast",0
"2687","Travaglini_Krasnow_2020_distal 1a","Fibroblast",0
"2688","Travaglini_Krasnow_2020_distal 1b","Fibroblast",1
"2689","Travaglini_Krasnow_2020_distal 2","Fibroblast",0
"2690","Travaglini_Krasnow_2020_distal 3","Fibroblast",1
"2691","Travaglini_Krasnow_2020_medial 2","Fibroblast",0
"2692","Travaglini_Krasnow_2020_medial 3","Fibroblast",1
"2693","Travaglini_Krasnow_2020_proximal 3","Fibroblast",0
"2694","Vieira_Teichmann_2019_Dropseq_1","Fibroblast",0
"2695","Vieira_Teichmann_2019_Dropseq_2","Fibroblast",0
"2696","ZM3KACng_LUNG","Fibroblast",0
"2697","101CV0ng_LUNG","Macrophages",3
"2698","16E0F2ng_LUNG","Macrophages",0
"2699","1A1DFBng_LUNG","Macrophages",4
"2700","343B_0h","Macrophages",2
"2701","343B_24h","Macrophages",0
"2702","343B_72h","Macrophages",1
"2703","356C_0h","Macrophages",2
"2704","356C_12h","Macrophages",2
"2705","356C_24h","Macrophages",3
"2706","356C_72h","Macrophages",1
"2707","367C_0h","Macrophages",1
"2708","367C_12h","Macrophages",5
"2709","367C_24h","Macrophages",1
"2710","367C_72h","Macrophages",1
"2711","368C_0h","Macrophages",2
"2712","368C_12h","Macrophages",3
"2713","368C_24h","Macrophages",2
"2714","368C_72h","Macrophages",3
"2715","390C_0h","Macrophages",0
"2716","390C_12h","Macrophages",2
"2717","390C_24h","Macrophages",0
"2718","390C_72h","Macrophages",0
"2719","4951STDY7472265_LUNG","Macrophages",0
"2720","4951STDY7472266_LUNG","Macrophages",0
"2721","4951STDY7472267_LUNG","Macrophages",0
"2722","4951STDY7487591_LUNG","Macrophages",0
"2723","4951STDY7487592_LUNG","Macrophages",0
"2724","4951STDY7487593_LUNG","Macrophages",0
"2725","9JQK55ng_LUNG","Macrophages",3
"2726","A9LCTZng_LUNG","Macrophages",5
"2727","AdultLung_1","Macrophages",3
"2728","AdultLung_2","Macrophages",2
"2729","AdultLung_3","Macrophages",22
"2730","CTTV027_RNAseq6949176_LUNG","Macrophages",0
"2731","CTTV027_RNAseq6949177_LUNG","Macrophages",0
"2732","CTTV027_RNAseq7118945_LUNG","Macrophages",0
"2733","CTTV027_RNAseq7118946_LUNG","Macrophages",0
"2734","CTTV027_RNAseq7333557_LUNG","Macrophages",0
"2735","D088_LUNG","Macrophages",0
"2736","D122_LUNG","Macrophages",1
"2737","D150_LUNG","Macrophages",1
"2738","D175_LUNG","Macrophages",0
"2739","D231_LUNG","Macrophages",2
"2740","distal_1a_LUNG","Macrophages",0
"2741","distal_1b_LUNG","Macrophages",0
"2742","distal_2_LUNG","Macrophages",0
"2743","distal_3_LUNG","Macrophages",0
"2744","ERR8048258","Macrophages",1
"2745","ERR8048273","Macrophages",69
"2746","ERR8048274","Macrophages",26
"2747","FetalLung_1","Macrophages",0
"2748","FetalLung_2","Macrophages",0
"2749","Fib_Atlas","Macrophages",0
"2750","GSM3425686","Macrophages",0
"2751","GSM3425687","Macrophages",2
"2752","GSM3425692","Macrophages",1
"2753","GSM3425693","Macrophages",0
"2754","GSM3489182","Macrophages",6
"2755","GSM3489185","Macrophages",6
"2756","GSM3489187","Macrophages",5
"2757","GSM3489189","Macrophages",4
"2758","GSM3489191","Macrophages",4
"2759","GSM3489193","Macrophages",3
"2760","GSM3489195","Macrophages",5
"2761","GSM3489197","Macrophages",6
"2762","GSM3589406","Macrophages",0
"2763","GSM3589407","Macrophages",0
"2764","GSM3891620","Macrophages",1
"2765","GSM3891621","Macrophages",12
"2766","GSM3891622","Macrophages",1
"2767","GSM3891623","Macrophages",3
"2768","GSM3891624","Macrophages",0
"2769","GSM3891625","Macrophages",9
"2770","GSM3891632","Macrophages",0
"2771","GSM3891633","Macrophages",0
"2772","GSM3891634","Macrophages",0
"2773","GSM3891635","Macrophages",19
"2774","GSM3896324","Macrophages",0
"2775","GSM3896325","Macrophages",0
"2776","GSM3896326","Macrophages",0
"2777","GSM4008628","Macrophages",1
"2778","GSM4008629","Macrophages",0
"2779","GSM4008630","Macrophages",0
"2780","GSM4008631","Macrophages",0
"2781","GSM4008632","Macrophages",0
"2782","GSM4008633","Macrophages",0
"2783","GSM4037301","Macrophages",5
"2784","GSM4037302","Macrophages",0
"2785","GSM4037305","Macrophages",4
"2786","GSM4037306","Macrophages",24
"2787","GSM4037309","Macrophages",0
"2788","GSM4037313","Macrophages",3
"2789","GSM4037316","Macrophages",10
"2790","GSM4037323","Macrophages",8
"2791","GSM4037324","Macrophages",6
"2792","GSM4037325","Macrophages",6
"2793","GSM4058901","Macrophages",0
"2794","GSM4058904","Macrophages",46
"2795","GSM4058905","Macrophages",0
"2796","GSM4058907","Macrophages",6
"2797","GSM4058908","Macrophages",0
"2798","GSM4058909","Macrophages",13
"2799","GSM4058913","Macrophages",28
"2800","GSM4058914","Macrophages",18
"2801","GSM4058915","Macrophages",3
"2802","GSM4058916","Macrophages",8
"2803","GSM4058917","Macrophages",56
"2804","GSM4058918","Macrophages",14
"2805","GSM4058919","Macrophages",2
"2806","GSM4058920","Macrophages",4
"2807","GSM4058921","Macrophages",9
"2808","GSM4058922","Macrophages",0
"2809","GSM4058923","Macrophages",0
"2810","GSM4058924","Macrophages",1
"2811","GSM4058925","Macrophages",2
"2812","GSM4058926","Macrophages",0
"2813","GSM4058927","Macrophages",27
"2814","GSM4058928","Macrophages",41
"2815","GSM4058931","Macrophages",43
"2816","GSM4058932","Macrophages",13
"2817","GSM4058933","Macrophages",38
"2818","GSM4058934","Macrophages",18
"2819","GSM4058935","Macrophages",11
"2820","GSM4058936","Macrophages",7
"2821","GSM4058937","Macrophages",13
"2822","GSM4058938","Macrophages",23
"2823","GSM4058939","Macrophages",35
"2824","GSM4058940","Macrophages",7
"2825","GSM4058941","Macrophages",11
"2826","GSM4058942","Macrophages",5
"2827","GSM4058947","Macrophages",15
"2828","GSM4058949","Macrophages",49
"2829","GSM4058953","Macrophages",28
"2830","GSM4058956","Macrophages",1
"2831","GSM4058957","Macrophages",19
"2832","GSM4058962","Macrophages",1
"2833","GSM4058963","Macrophages",0
"2834","GSM4058971","Macrophages",32
"2835","GSM4058973","Macrophages",7
"2836","GSM4058975","Macrophages",33
"2837","GSM4058976","Macrophages",28
"2838","GSM4058977","Macrophages",148
"2839","GSM4065876","Macrophages",6
"2840","GSM4065877","Macrophages",5
"2841","GSM4065878","Macrophages",3
"2842","GSM4065879","Macrophages",1
"2843","GSM4143262","Macrophages",15
"2844","GSM4143263","Macrophages",14
"2845","GSM4143656","Macrophages",0
"2846","GSM4143658","Macrophages",0
"2847","GSM4143660","Macrophages",0
"2848","GSM4143662","Macrophages",0
"2849","GSM4143664","Macrophages",0
"2850","GSM4143666","Macrophages",0
"2851","GSM4321402","Macrophages",21
"2852","GSM4321403","Macrophages",10
"2853","GSM4321404","Macrophages",12
"2854","GSM4321405","Macrophages",5
"2855","GSM4544005","Macrophages",0
"2856","GSM4544006","Macrophages",0
"2857","GSM4544007","Macrophages",0
"2858","GSM4763859","Macrophages",0
"2859","GSM4763860","Macrophages",0
"2860","GSM4763861","Macrophages",0
"2861","GSM4763862","Macrophages",0
"2862","GSM4763863","Macrophages",0
"2863","GSM4816089","Macrophages",0
"2864","GSM4876617","Macrophages",0
"2865","GSM4876620","Macrophages",0
"2866","GSM5100998","Macrophages",16
"2867","GSM5100999","Macrophages",4
"2868","GSM5101000","Macrophages",15
"2869","GSM5133588","Macrophages",19
"2870","GSM5133589","Macrophages",19
"2871","GSM5133590","Macrophages",4
"2872","GSM5133591","Macrophages",7
"2873","GSM5133592","Macrophages",1
"2874","GSM5133593","Macrophages",0
"2875","GSM5133594","Macrophages",87
"2876","GSM5133595","Macrophages",63
"2877","GSM5133596","Macrophages",40
"2878","GSM5133597","Macrophages",25
"2879","GSM5133598","Macrophages",21
"2880","GSM5133599","Macrophages",25
"2881","GSM5133600","Macrophages",25
"2882","GSM5133601","Macrophages",2
