"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GSTA1",0.0119235107133981,1.201861171176,0.213,0.078,1,"COPD","GSTA1"
"IL18",0.0119243190863143,0.740409958674045,0.449,0.284,1,"COPD","IL18"
"FKBP2",0.0119483987177507,0.68279238481915,0.64,0.431,1,"COPD","FKBP2"
"LDHB",0.0120004331418251,0.530927600797149,0.73,0.539,1,"COPD","LDHB"
"LINC00960",0.0120412136592145,1.208356818057,0.157,0.049,1,"COPD","LINC00960"
"KIAA2013",0.0120563957122494,0.777408676107129,0.258,0.118,1,"COPD","KIAA2013"
"ZNF672",0.0120707718120377,0.188840062363769,0.213,0.078,1,"COPD","ZNF672"
"SART3",0.0121011859357037,0.366724852794378,0.27,0.118,1,"COPD","SART3"
"CCDC117",0.0121208657315964,0.0898047517661296,0.258,0.108,1,"COPD","CCDC117"
"EDEM1",0.0121386630786566,0.139132237733437,0.315,0.147,1,"COPD","EDEM1"
"CMPK1",0.0121475939465102,0.753363023884353,0.517,0.324,1,"COPD","CMPK1"
"NUP188",0.0121638715438157,0.263650027271434,0.292,0.127,1,"COPD","NUP188"
"ERLIN1",0.0121760130644742,0.059259716595409,0.247,0.098,1,"COPD","ERLIN1"
"KIF1C",0.0121962598605323,0.812275492540225,0.348,0.186,1,"COPD","KIF1C"
"TMEM120A",0.0121983063794194,0.430285708703387,0.18,0.059,1,"COPD","TMEM120A"
"GRPEL1",0.0122062072005806,0.522262871284297,0.393,0.196,1,"COPD","GRPEL1"
"POP5",0.0122063820091327,0.709054083689936,0.326,0.157,1,"COPD","POP5"
"NSUN6",0.012219333101142,0.483329052797503,0.348,0.167,1,"COPD","NSUN6"
"SMDT1",0.0122230665969614,0.518841273949218,0.629,0.422,1,"COPD","SMDT1"
"NFKBIL1",0.0122301534746608,0.779524216978236,0.247,0.108,1,"COPD","NFKBIL1"
"TIMP3",0.0122396793210434,0.409977353602568,0.472,0.275,1,"COPD","TIMP3"
"MTHFD1",0.0122565428232795,1.12668458113444,0.258,0.108,1,"COPD","MTHFD1"
"MRPL37",0.0122737224019968,0.720936312434983,0.348,0.176,1,"COPD","MRPL37"
"RPS27L",0.0123293262987402,0.607511722175656,0.742,0.539,1,"COPD","RPS27L"
"EPAS1",0.0123294453632863,0.67654588746512,0.775,0.578,1,"COPD","EPAS1"
"HDAC10",0.0123625977860161,0.879307000380599,0.18,0.059,1,"COPD","HDAC10"
